a blacksmith shop	ᎦᏅᏆᎶᏍᎩᎢ	[ganv:gwa:lò:sgi̋:ʔi]  (single noun) /ced/
taking his ring off	ᎦᎵᏰᏑᏍᏘᎩᎠ	[galiyê:su:stigí:ʔa]  (he is) (1st/present continuous) /ced/
taking his ring off	ᎤᎵᏰᏑᏍᏘᎩᏒᎢ	[ù:liyê:su:stgí:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking his ring off	ᎠᎵᏰᏑᏍᏘᎩᏍᎪᎢ	[à:liyê:su:stgí:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking his ring off	ᎭᎵᏰᏑᏍᏘᎩ	[haliyè:su:stgi]  (he is) (2nd/immediate) /ced/
taking his ring off	ᎤᎵᏰᏑᏍᏘᎩᏍᏗ	[u:liyè:sǔ:stgî:sdi]  (he is) (3rd/deverbal) /ced/
taking his shirt	ᎠᎿᏪᎠ	[à:hnawé:ʔa]  (he is) (3rd/present continuous) /ced/
taking his shirt	ᎦᏂᏪᎠ	[ganì:wé:ʔa]  (he is) (1st/present continuous) /ced/
taking his shirt	ᎤᎿᏪᏒᎢ	[ù:hnawé:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking his shirt	ᎠᎿᏪᏍᎪᎢ	[à:hnawé:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking his shirt	ᎭᎿᏩᎩ	[hahnawagi]  (he is) (2nd/immediate) /ced/
taking his shirt	ᎤᎿᏪᏍᏗ	[u:hnawè:sdi]  (he is) (3rd/deverbal) /ced/
taking it	ᏥᎾᏫᏗᎭ	[ji:nâ:wi:díha] (an.)  (he is) (animal, flexible object) somewhere (1st/present continuous) /ced/
taking it	ᏥᎾᏫᏗᎭ	[jinâ:wi:díha] (in.)  (he is) (animal, flexible object) somewhere (1st/present continuous) /ced/
taking it	ᎯᎾᏫᏓ	[hi:nà:wǐ:da] (in.)  (he is) (animal, flexible object) somewhere (2nd/immediate) /ced/
taking it	ᎯᎾᏫᏓ	[hinà:wǐ:da] (an.)  (he is) (animal, flexible object) somewhere (2nd/immediate) /ced/
taking it	ᎦᎴᎠ	[galé:ʔa]  (he is) (solid or flexible object) out of a container (3rd/present continuous) /ced/
taking it	ᏥᎴᎠ	[jilé:ʔa]  (he is) (solid or flexible object) out of a container (1st/present continuous) /ced/
taking it	ᎤᎴᏒᎢ	[ù:lé:sv̌:ʔi]  (he is) (solid or flexible object) out of a container (3rd/remote past) /ced/
taking it	ᎦᎴᏍᎪᎢ	[galé:sgó:ʔi]  (he is) (solid or flexible object) out of a container (3rd/habitual) /ced/
taking it	ᎯᎳᎩ	[hilagi]  (he is) (solid or flexible object) out of a container (2nd/immediate) /ced/
taking it	ᎤᎴᏍᏗ	[u:lè:sdi]  (he is) (solid or flexible object) out of a container (3rd/deverbal) /ced/
taking it	ᎦᎾᏫᏗᎭ	[ganâ:wi:díha]  (he is) (animal, flexible object) somewhere (3rd/present continuous) /ced/
taking it	ᎤᎾᏫᏛᎲᎢ	[ù:nâ:wi:dv:hv̌:ʔi]  (he is) (animal, flexible object) somewhere (3rd/remote past) /ced/
taking it	ᎦᎾᏫᏗᏍᎪᎢ	[ganâ:wi:dǐ:sgó:ʔi]  (he is) (animal, flexible object) somewhere (3rd/habitual) /ced/
taking it	ᎤᎾᏫᏘᏗ	[u:nà:wǐ:tdi]  (he is) (animal, flexible object) somewhere (3rd/deverbal) /ced/
taking it	ᏫᎦᎧᎲᏍᎦ	[wi:gǎ:káhvsga]  (he is) (animate) (3rd/present continuous) /ced/
taking it	ᏫᏥᏯᎧᎲᏍᎦ	[wijǐ:yâ:kahvsga]  (he is) (animate) (1st/present continuous) /ced/
taking it	ᏭᏩᎧᏅᎢ	[wù:wa:kanv̌:i]  (he is) (animate) (3rd/remote past) /ced/
taking it	ᏫᎦᎧᎲᏍᎪᎢ	[wigǎ:káhvsgó:ʔi]  (he is) (animate) (3rd/habitual) /ced/
taking it	ᏫᏯᎧᎲᎦ	[hwǐ:yâ:kahv̂:ga]  (he is) (animate) (2nd/immediate) /ced/
taking it	ᏭᏩᎪᏗ	[wù:wa:kohdi]  (he is) (animate) (3rd/deverbal) /ced/
taking it	ᏫᎦᏁᎲᏍᎦ	[wigané:hvsga]  (he is) (liquid) (3rd/present continuous) /ced/
taking it	ᏫᏥᏁᎥᏍᎦ	[wijinéʔv:sga]  (he is) (liquid) (1st/present continuous) /ced/
taking it	ᏭᏁᏅᎢ	[wù:ne:hnv̌:ʔi]  (he is) (liquid) (3rd/remote past) /ced/
taking it	ᏫᎦᏁᎲᏍᎪᎢ	[wigáné:hvsgó:ʔi]  (he is) (liquid) (3rd/habitual) /ced/
taking it	ᏫᏁᎲᎦ	[hwiné:hv̀:ga]  (he is) (liquid) (2nd/immediate) /ced/
taking it	ᏭᏁᏗ	[wù:nehdi]  (he is) (liquid) (3rd/deverbal) /ced/
taking it	ᏫᎦᏅᎥᏍᎦ	[wigánv́ʔvsga]  (he is) (flexible) (3rd/present continuous) /ced/
taking it	ᏫᏥᏅᎥᏍᎦ	[wijínv́ʔvsga]  (he is) (flexible) (1st/present continuous) /ced/
taking it	ᏭᏅᏅᎢ	[wù:nv́:nv̌:ʔi]  (he is) (flexible) (3rd/remote past) /ced/
taking it	ᏫᎦᏅᎥᏍᎪᎢ	[wigánv́ʔvsgó:ʔi]  (he is) (flexible) (3rd/habitual) /ced/
taking it	ᏫᏅᎥᎦ	[hwinv́ʔv̀:ga]  (he is) (flexible) (2nd/immediate) /ced/
taking it	ᏭᏅᏗ	[wù:nv̀:di]  (he is) (flexible) (3rd/deverbal) /ced/
taking it off	ᏂᎬᏅᏕᎠ	[nigv́nhdé:ʔa]  (he is) (3rd/present continuous) /ced/
taking it off	ᏂᎬᏅᏕᎠ	[nigv́nhdé:ʔa]  (he is) (1st/present continuous) /ced/
taking it off	ᏄᏩᏅᏕᏒᎢ	[nù:wánhdé:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking it off	ᏂᎬᏅᏕᏍᎪᎢ	[nigv́nhdé:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking it off	ᏅᏅᏓᎩ	[hnv́nhdági]  (he is) (2nd/immediate) /ced/
taking it off	ᎢᏳᏩᏅᏕᏍᏗ	[iyúwànhdè:sdi]  (he is) (3rd/deverbal) /ced/
taking it somewhere	ᎠᏫᏗᎭ	[à:hwi:dí:ha]  (he is) (3rd/present continuous) /ced/
taking it somewhere	ᏥᏫᏗᎭ	[jì:wi:díha]  (he is) (1st/present continuous) /ced/
taking it somewhere	ᎤᏫᏛᎲᎢ	[ù:hwi:dv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking it somewhere	ᎠᏫᏗᏍᎪᎢ	[à:hwi:dǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
taking it somewhere	ᎯᏫᏓ	[hihwǐ:da]  (he is) (2nd/immediate) /ced/
taking it somewhere	ᎤᏫᏘᏗ	[u:hwi:tdi]  (he is) (3rd/deverbal) /ced/
taking it somewhere by hand	ᎠᏰᎦ	[à:hyé:ga]  (he is) (3rd/present continuous) /ced/
taking it somewhere by hand	ᏥᏰᎦ	[jì:yé:ga]  (he is) (1st/present continuous) /ced/
taking it somewhere by hand	ᎤᏴᏒᎢ	[ù:hyv́:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking it somewhere by hand	ᎠᏰᎪᎢ	[à:hyé:gó:ʔi]  (he is) (3rd/habitual) /ced/
taking it somewhere by hand	ᎯᏳᎦ	[hihyù:ga]  (he is) (2nd/immediate) /ced/
taking it somewhere by hand	ᎤᏴᏍᏗ	[u:hyv̀:sdi]  (he is) (3rd/deverbal) /ced/
taking liquid from him or it	ᎦᏁᎩᎡᎭ	[gane:gí:ʔe:ha]  (he is) (3rd/present continuous) /ced/
taking liquid from him or it	ᏥᏁᎩᎡᎭ	[ji:ne:gí:ʔe:ha]  (he is) (1st/present continuous) /ced/
taking liquid from him or it	ᎤᏁᎩᎡᎸᎢ	[ù:ne:gí:ʔe:lv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking liquid from him or it	ᎦᏁᎩᎡᎰᎢ	[gane:gí:ʔe:hó:ʔi]  (he is) (3rd/habitual) /ced/
taking liquid from him or it	ᎯᏁᎩᏏ	[hi:ne:gì:si]  (he is) (2nd/immediate) /ced/
taking liquid from him or it	ᎤᏁᎩᎡᏗ	[u:ne:giʔéhdi]  (he is) (3rd/deverbal) /ced/
taking off	ᎠᎵᏍᏚᎴᎠ	[àlsdǔ:léʔa]  (he is) (3rd/present continuous) /ced/
taking off	ᎦᎵᏍᏚᎴᎠ	[galì:sdǔ:léʔa]  (he is) (1st/present continuous) /ced/
taking off	ᎤᎵᏍᏚᎴᏒᎢ	[ùlsdǔ:lê:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off	ᎠᎵᏍᏚᎴᏍᎪᎢ	[àlsdǔ:lê:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking off	ᎭᎵᏍᏚᎳᎩ	[halsdu:lagi]  (he is) (2nd/immediate) /ced/
taking off	ᎤᎵᏍᏚᎴᏍᏗ	[ulsdǔ:lê:sdi]  (he is) (3rd/deverbal) /ced/
taking off flying	ᎠᏝᏫᏗᎭ	[à:hlawi:díha]  (he is) (3rd/present continuous) /ced/
taking off flying	ᎦᏜᏫᏗᎭ	[gadlawi:díha]  (he is) (1st/present continuous) /ced/
taking off flying	ᎤᏝᏫᏛᎲᎢ	[u:hlawi:dv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off flying	ᎠᏝᏫᏗᏍᎪᎢ	[à:hla:wi:dǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
taking off flying	ᎭᏝᏫᏓ	[hahlawǐ:da]  (he is) (2nd/immediate) /ced/
taking off flying	ᎤᏝᏫᏘᏗ	[u:hlawi:tdi]  (he is) (3rd/deverbal) /ced/
taking off his glasses	ᏓᎦᏘᏅᏕᎠ	[dà:ktinv:dé:ʔa]  (he is) (3rd/present continuous) /ced/
taking off his glasses	ᏕᎦᎦᏘᏅᏕᎠ	[de:gágà:tinv:dé:ʔa]  (he is) (1st/present continuous) /ced/
taking off his glasses	ᏚᎦᏘᏅᏕᏒᎢ	[dù:ktinv:dé:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off his glasses	ᏓᎦᏘᏅᏕᏍᎪᎢ	[dà:ktinv:dé:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking off his glasses	ᏔᎦᏘᏅᏓᎩ	[táktinv:dagi]  (he is) (2nd/immediate) /ced/
taking off his glasses	ᏧᎦᏘᏅᏕᏍᏗ	[ju:ktinv:dè:sdi]  (he is) (3rd/deverbal) /ced/
taking off his gloves	ᏓᎵᏰᏑᎴᎠ	[dà:liyê:su:lé:ʔa]  (he is) (3rd/present continuous) /ced/
taking off his gloves	ᏕᎦᎵᏰᏑᎴᎠ	[de:gálíyê:su:lé:ʔa]  (he is) (1st/present continuous) /ced/
taking off his gloves	ᏚᎵᏰᏑᎴᏒᎢ	[dù:liyê:su:lé:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off his gloves	ᏓᎵᏰᏑᎴᏍᎪᎢ	[dà:liyê:su:lé:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking off his gloves	ᏔᎵᏰᏑᎳᎩ	[talíyè:su:lági]  (he is) (2nd/immediate) /ced/
taking off his gloves	ᏧᎵᏰᏑᎴᏍᏗ	[ju:liyè:sǔ:lê:sdi]  (he is) (3rd/deverbal) /ced/
taking off his shoes	ᏓᎳᏑᎴᎠ	[dà:lâ:su:lé:ʔa]  (he is) (3rd/present continuous) /ced/
taking off his shoes	ᏕᎦᎳᏑᎴᎠ	[de:gálâ:su:lé:ʔa]  (he is) (1st/present continuous) /ced/
taking off his shoes	ᏚᎳᏑᎴᏒᎢ	[dù:lâ:su:lé:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off his shoes	ᏓᎳᏑᎴᏍᎪᎢ	[dà:lâ:su:lé:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking off his shoes	ᏔᎳᏑᎳᎩ	[talâ:su:lági]  (he is) (2nd/immediate) /ced/
taking off his shoes	ᏧᎳᏑᎴᏍᏗ	[ju:là:sǔ:lê:sdi]  (he is) (3rd/deverbal) /ced/
taking off his socks	ᏓᎵᏲᎩᎠ	[dà:lǐ:yó:giʔa]  (he is) (3rd/present continuous) /ced/
taking off his socks	ᏕᎦᎵᏲᎩᎠ	[de:gá:lǐ:yó:giʔa]  (he is) (1st/present continuous) /ced/
taking off his socks	ᏚᎵᏲᎩᏒᎢ	[dù:lǐ:yó:gì:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off his socks	ᏓᎵᏲᎩᏍᎪᎢ	[dà:lǐ:yó:gì:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking off his socks	ᏔᎵᏲᎩ	[ta:lí:yo:gi]  (he is) (2nd/immediate) /ced/
taking off his socks	ᏧᎵᏲᎩᏍᏗ	[ju:lǐ:yó:gì:sdi]  (he is) (3rd/deverbal) /ced/
taking off running	ᎠᏓᎾᏩᏍᏗᎭ	[à:danâwsdíha]  (he is) (3rd/present continuous) /ced/
taking off running	ᎦᏓᎾᏩᏍᏗᎭ	[gadanâwsdíha]  (he is) (1st/present continuous) /ced/
taking off running	ᎤᏓᎾᏩᏍᏔᏅᎢ	[ù:danâwstanv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking off running	ᎠᏓᎾᏩᏍᏗᏍᎪᎢ	[à:danâwsdǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
taking off running	ᎭᏓᎾᏩᏍᏓ	[hadanàwsda]  (he is) (2nd/immediate) /ced/
taking off running	ᎤᏓᎾᏩᏍᏙᏗ	[u:danàwsdóhdi]  (he is) (3rd/deverbal) /ced/
taking revenge	ᎤᏞᎦ	[ù:dlé:ga]  (he is) (3rd/present continuous) /ced/
taking revenge	ᎠᏆᏞᎦ	[à:gwadlé:ga]  (he is) (1st/present continuous) /ced/
taking revenge	ᎤᏞᏨᎢ	[ù:dlé:jv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking revenge	ᎤᏞᎪᎢ	[ù:dlé:gó:ʔi]  (he is) (3rd/habitual) /ced/
taking revenge	ᏣᏞᎩ	[jadlè:gi]  (he is) (2nd/immediate) /ced/
taking revenge	ᎤᏞᎢᏍᏗ	[u:dleʔísdi]  (he is) (3rd/deverbal) /ced/
taking revenge against him	ᎠᏞᏤᎭ	[à:dlé:cheha]  (he is) (3rd/present continuous) /ced/
taking revenge against him	ᏥᏯᏞᏤᎭ	[ji:yadlé:cheha]  (he is) (1st/present continuous) /ced/
taking revenge against him	ᎤᏞᏤᎸᎢ	[ù:dlé:che:lv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking revenge against him	ᎠᏞᏤᎰᎢ	[à:dlé:chehó:ʔi]  (he is) (3rd/habitual) /ced/
taking revenge against him	ᎯᏯᏞᏥᏏ	[hi:yadlè:chisi]  (he is) (2nd/immediate) /ced/
taking revenge against him	ᎤᏞᏤᏗ	[u:dlè:chéhdi]  (he is) (3rd/deverbal) /ced/
taking some liquid somewhere	ᎦᏁᏫᏗᎭ	[gane:hwi:díha]  (he is) (3rd/present continuous) /ced/
taking some liquid somewhere	ᏥᏁᏫᏗᎭ	[jinè:wi:díha]  (he is) (1st/present continuous) /ced/
taking some liquid somewhere	ᎤᏁᏫᏛᎲᎢ	[ù:ne:hwi:dv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking some liquid somewhere	ᎦᏁᏫᏗᏍᎪᎢ	[gane:hwi:di:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking some liquid somewhere	ᎯᏁᏫᏓ	[hine:hwǐ:da]  (he is) (2nd/immediate) /ced/
taking some liquid somewhere	ᎤᏁᏫᏘᏗ	[u:ne:hwi:tdi]  (he is) (3rd/deverbal) /ced/
taking time	ᎠᏟᎢᎵᏙᎭ	[à:hlíʔilǐ:dô:ha]  (it is) (3rd/present continuous) /ced/
taking time	ᎤᏟᎢᎵᏙᎸᎢ	[ù:hlíʔìlǐ:dô:lv̌:ʔi]  (it is) (3rd/remote past) /ced/
taking time	ᎠᏟᎢᎵᏙᎰᎢ	[à:hlíʔilidô:hó:ʔi]  (it is) (3rd/habitual) /ced/
taking time	ᎤᏟᎢᎵᏓᏍᏗ	[u:hliʔilǐ:dâ:sdi]  (it is) (3rd/deverbal) /ced/
taking turns with him	ᎠᏓᏁᏟᏴᏍᏗᎭ	[à:daně:dlí:yv̀:sdiha]  (he is) (3rd/present continuous) /ced/
taking turns with him	ᎦᏓᏁᏟᏴᏍᏗᎭ	[gadaně:dlí:yv̀:sdiha]  (he is) (1st/present continuous) /ced/
taking turns with him	ᎤᏓᏁᏟᏴᏍᏔᏅᎢ	[ù:daně:dlí:yv̀:stanv̌:ʔi]  (he is) (3rd/remote past) /ced/
taking turns with him	ᎠᏓᏁᏟᏴᏍᏗᏍᎪᎢ	[à:daně:dlí:yv̀:sdi:sgó:ʔi]  (he is) (3rd/habitual) /ced/
taking turns with him	ᎭᏓᏁᏟᏴᏍᏓ	[hadane:dli:yv̀:sda]  (he is) (2nd/immediate) /ced/
taking turns with him	ᎤᏓᏁᏟᏴᏍᏙᏗ	[u:daně:dlí:yv̀:sdohdi]  (he is) (3rd/deverbal) /ced/
tamed	ᎤᏓᏅᏘᏌᏅᎢ	[u:danhti:sahnv̋:ʔi] (adj/adv) /ced/
tamed	ᎤᎾᏓᏅᏘᏌᏅᎢ	[u:na:danhti:sa:hnv̋:ʔi]  (plural adj/adv) /ced/
target	ᎠᎪᏂᏍᎬᎢ	[á:go:nǐ:sgv́:ʔi]  (single noun) /ced/
target practicing	ᎠᎪᏂᎭ	[á:go:níha]  (he is) (3rd/present continuous) /ced/
target practicing	ᎦᎪᏂᎭ	[gá:go:níha]  (he is) (1st/present continuous) /ced/
target practicing	ᎤᎪᏅᎲᎢ	[ú:go:nv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
target practicing	ᎠᎪᏂᏍᎪᎢ	[á:go:nǐ:sgó:ʔi]  (he is) (3rd/habitual) /ced/
target practicing	ᎭᎪᎾ	[hà:gǒ:na]  (he is) (2nd/immediate) /ced/
target practicing	ᎤᎪᏅᏗ	[ù:gǒnhdi]  (he is) (3rd/deverbal) /ced/
teacher	ᏗᏕᏲᎲᏍᎩ	[di:de:hyǒ:hvsgi]  (single noun) /ced/
teacher	ᏗᎾᏕᏲᎲᏍᎩ	[di:nade:hyǒ:hvsgi]  (plural noun) /ced/
teaching	ᏓᏕᏲᎲᏍᎦ	[dà:de:yǒ:hv́sga]  (he is) (3rd/present continuous) /ced/
teaching	ᏕᎦᏕᏲᎲᏍᎦ	[de:gádè:yǒ:hv́sga]  (he is) (1st/present continuous) /ced/
teaching	ᏚᏕᏲᏅᎢ	[dù:dé:yǒ:hnv́ʔi]  (he is) (3rd/remote past) /ced/
teaching	ᏓᏕᏲᎲᏍᎪᎢ	[dà:de:hyo:hv́sgó:ʔi]  (he is) (3rd/habitual) /ced/
teaching	ᏔᏕᏲᎲᎦ	[tadé:hyo:hv̀:ga]  (he is) (2nd/immediate) /ced/
teaching	ᏧᏕᏲᏗ	[ju:de:hyó:hdi]  (he is) (3rd/deverbal) /ced/
teasing	ᎦᏪᏟᎭ	[gawé:hliha]  (he is) (3rd/present continuous) /ced/
teasing	ᏥᏪᏟᎭ	[jiwé:hliha]  (he is) (1st/present continuous) /ced/
teasing	ᎤᏪᏢᏅᎢ	[ù:wé:hlv:hnv̌:ʔi]  (he is) (3rd/remote past) /ced/
teasing	ᎦᏪᏟᏍᎪᎢ	[gawé:hli:sgó:ʔi]  (he is) (3rd/habitual) /ced/
teasing	ᎯᏪᏢᎾ	[hiwè:hlv̌:na]  (he is) (2nd/immediate) /ced/
teasing	ᎤᏪᏢᏗ	[u:wè:hlv́hdi]  (he is) (3rd/deverbal) /ced/
telephone	ᏗᏟᏃᎮᏗᎢ	[di:hlino:hehdi̋:ʔi]  (single noun) /ced/
telephone	ᏧᎾᏟᏃᎮᏗᎢ	[ju:nahlinohhe:di̋:ʔi]  (single noun) /ced/
telescope	ᎠᎦᏙᏗ	[aktohdi]  (single noun) /ced/
telescope	ᏗᎦᏙᏗ	[dǐ:ktohdi]  (plural noun) /ced/
television	ᎠᏓᏴᎳᏛᏍᎩ	[adayv̌:latvsgi]  (single noun) /ced/
television	ᏗᏓᏴᎳᏛᏍᎩ	[di:dayv̌:latvsgi]  (plural noun) /ced/
telling it	ᎧᏃᎮᎭ	[kano:héha]  (he is) (3rd/present continuous) /ced/
telling it	ᏥᏃᎮᎭ	[jì:no:héha]  (he is) (1st/present continuous) /ced/
telling it	ᎤᏃᎮᏢᎢ	[ù:hno:hě:hlv́:ʔi]  (he is) (3rd/remote past) /ced/
telling it	ᎧᏃᎮᏍᎪᎢ	[kano:hě:sgóʔi]  (he is) (3rd/habitual) /ced/
telling it	ᎯᏃᎲᎳ	[hihno:hv̌:la]  (he is) (2nd/immediate) /ced/
telling it	ᎤᏃᎮᏗ	[u:hno:hehdi]  (he is) (3rd/deverbal) /ced/
ten	ᏍᎪᎯ	[sgǒ:hi] (adj/adv) /ced/
tender	ᎠᏓᎨᎢ	[ádage̋:ʔi] (adj/adv) /ced/
tender	ᎠᏂᏓᎨᎢ	[aní:dage̋:ʔi]  (plural adj/adv) /ced/
tent	ᎦᎵᏦᏛᎢ	[gahljo:tv̋:ʔi]  (single noun) /ced/
tent	ᏕᎦᎵᏦᏛᎢ	[de:gáhljo:tv̋:ʔi]  (plural noun) /ced/
tenth	ᏍᎪᎯᏁᎢ	[sgo:hi:ne̋:ʔi] (adj/adv) /ced/
terrapin	ᏓᎩᏏ	[daksi]  (single noun) /ced/
Texas	ᏅᏓᎩ	[nv̌:dá:gi]  (single noun) /ced/
than	ᏏᏅ	[sǐ:hnv] (adj/adv) /ced/
thank you	ᏩᏙ	[wado] /ced/
thankful	ᎠᎵᎮᎵᎦ	[à:li:hě:lî:ga]  (he is) (3rd/present continuous) /ced/
thankful	ᎦᎵᎡᎵᎦ	[galiʔě:lî:ga]  (he is) (1st/present continuous) /ced/
thankful	ᎤᎵᎮᎵᏨᎢ	[ù:li:hě:lî:jv̌:ʔi]  (he is) (3rd/remote past) /ced/
thankful	ᎠᎵᎮᎵᎪᎢ	[à:li:hě:lî:gó:ʔi]  (he is) (3rd/habitual) /ced/
thankful	ᎭᎵᎮᎵᎩ	[hali:he:lì:gi]  (he is) (2nd/immediate) /ced/
thankful	ᎤᎵᎮᎵᏍᏗ	[u:li:he:lísdi]  (he is) (3rd/deverbal) /ced/
thanking him	ᎠᎵᎮᎵᏤᎭ	[à:li:hě:lî:cheha]  (he is) (3rd/present continuous) /ced/
thanking him	ᏥᏯᎵᎡᎵᏤᎭ	[ji:yaliʔě:lî:cheha]  (he is) (1st/present continuous) /ced/
thanking him	ᎤᎵᎮᎵᏤᎸᎢ	[ù:li:hě:lî:che:lv̌:ʔi]  (he is) (3rd/remote past) /ced/
thanking him	ᎠᎵᎮᎵᏤᎰᎢ	[à:li:hě:lî:che:hó:ʔi]  (he is) (3rd/habitual) /ced/
thanking him	ᎯᏯᎵᎡᎵᏥᏏ	[hi:yaliʔe:lì:chisi]  (he is) (2nd/immediate) /ced/
thanking him	ᎤᎵᎮᎵᏤᏗ	[u:li:hě:lî:chehdi]  (he is) (3rd/deverbal) /ced/
that	ᎥᏍᎩᎾ	[v̀:sgina] /ced/
that	Ꮎ	[na] /ced/
that's it	ᎥᏍᎩᏛ	[v̀:sgídv̋] /ced/
that's it	ᏍᎩᏛ	[sgídv̋] /ced/
the truth	ᏚᏳᎪᏛᎢ	[dù:yu:kdv̋:ʔi]  (single noun) /ced/
then	ᎾᎯᏳᎢ	[nà:hiyű:ʔi] (adj/adv) /ced/
there	ᎤᎿ	[ù:hna̋] (adj/adv) /ced/
there are	ᎾᏂᎠ	[nà:ní:ʔa]  (a number of three or more must be specified) (3rd/present continuous) /ced/
there are	ᏃᏥᎠ	[nò:jí:ʔa]  (a number of three or more must be specified) (1st/present continuous) /ced/
there are	ᎾᏂᎣᎢ	[nà:ní:ʔó:ʔi]  (a number of three or more must be specified) (3rd/habitual) /ced/
there are	ᏂᏥᎡᏍᏗ	[nì:jí:ʔé:sdi]  (a number of three or more must be specified) (2nd/future progressive) /ced/
there's an opening	ᎤᏜᏅᏓ	[ù:dlanv:da]  (3rd/present continuous) /ced/
there's an opening	ᎤᏜᏅᏛᎢ	[ù:dlanv:dv̌:ʔi]  (3rd/remote past) /ced/
there's an opening	ᎤᏜᏅᏙᎢ	[ù:dlanv:dǒ:ʔi]  (3rd/habitual) /ced/
there's dew	ᎤᎯᏌᏔ	[ù:hí:sata]  (3rd/present continuous) /ced/
there's dew	ᎠᎩᎯᏌᏔ	[a:gihí:sata]  (1st/present continuous) /ced/
there's dew	ᎤᎯᏌᏛᎢ	[ù:hí:satv̌:ʔi]  (3rd/remote past) /ced/
there's dew	ᎤᎯᏌᏙᎢ	[ù:hí:sató:ʔi]  (3rd/habitual) /ced/
there's dew	ᏣᎯᏌᏖᏍᏗ	[jahí:saté:sdi]  (2nd/future progressive) /ced/
therefore	ᎥᏍᎩᏅ ᎢᏳᏍᏗ	[v̀:sgihnv́ iyű:sdi] (adj/adv) /ced/
these	ᎯᎠ	[hiʔa] /ced/
thick	ᎤᏩᎨᏓ	[u:hwage̋:da] (adj/adv) /ced/
thick	ᏧᏩᎨᏓ	[ju:hwage̋:da]  (plural adj/adv) /ced/
thief	ᎦᏃᏍᎩᏍᎩ	[gano:sgi̋:sgi]  (single noun) /ced/
thief	ᎠᏂᏃᏍᎩᏍᎩ	[ani:no:sgi̋:sgi]  (plural noun) /ced/
thin	ᏧᏌᎨᎢ	[ju:ságe̋:ʔi] (inanimate) (plural adj/adv) /ced/
thin	ᏗᏌᎨᎢ	[di:ságe̋:ʔi] (inanimate) (plural adj/adv) /ced/
thin	ᎤᎴᏐᏓ	[u:le:ső:da] (adj/adv)  (animate) /ced/
thin	ᏧᎾᎴᏐᏓ	[ju:nale:ső:da]  (animate) (plural adj/adv) /ced/
thin	ᎤᏌᎨᎢ	[u:ságe̋:ʔi] (adj/adv)  (inanimate) /ced/
thing that kills	ᎠᏓᎯᎯ	[adǎ:hihi]  (single noun) /ced/
thing that kills	ᎠᎾᏓᎯᎯ	[anadǎ:hihi]  (plural noun) /ced/
thinking	ᎠᏓᏅᏖᎭ	[à:danhtéha]  (he is) (3rd/present continuous) /ced/
thinking	ᎦᏓᏅᏖᎭ	[gada:nv̀:téha]  (he is) (1st/present continuous) /ced/
thinking	ᎤᏓᏅᏖᏢᎢ	[ù:danhtě:hlv́:ʔi]  (he is) (3rd/remote past) /ced/
thinking	ᎠᏓᏅᏖᏍᎪᎢ	[à:danhtě:sgóʔi]  (he is) (3rd/habitual) /ced/
thinking	ᎭᏓᏅᏛᎳ	[hadanhtv̌:la]  (he is) (2nd/immediate) /ced/
thinking	ᎤᏓᏅᏖᏗ	[u:danhtehdi]  (he is) (3rd/deverbal) /ced/
thinks so	ᎡᎵᎠ	[è:lía]  (he) (3rd/present continuous) /ced/
thinks so	ᎨᎵᎠ	[ge:líʔa]  (he) (1st/present continuous) /ced/
thinks so	ᎤᏪᎵᏒᎢ	[ù:we:lî:sv̌:ʔi]  (he) (3rd/remote past) /ced/
thinks so	ᎡᎵᏍᎪᎢ	[è:lî:sgó:ʔi]  (he) (3rd/habitual) /ced/
thinks so	ᎮᎳ	[hě:la]  (he) (2nd/immediate) /ced/
thinks so	ᎤᏪᎵᏍᏗ	[uwe:lì:sdi]  (he) (3rd/deverbal) /ced/
